name,source_category
Undying Temple,Category:Constructs
Varakhut,Category:Constructs
Vault guardian,Category:Constructs
Vonindod,Category:Constructs
Walking Statues of Waterdeep,Category:Constructs
Warforged,Category:Constructs
Wraith eidolon,Category:Constructs
Cat Wyvernspur,Category:Constructs
Flattery Wyvernspur,Category:Constructs
Xet,Category:Constructs
Zelekhut,Category:Constructs
Zhara,Category:Constructs
Hah Li,Category:Coombe giants
Aaronarra,Category:Copper dragons
Alhazmabad,Category:Copper dragons
Balarystul,Category:Copper dragons
Chalintash,Category:Copper dragons
Chatulio,Category:Copper dragons
Galadaeros,Category:Copper dragons
Halatathlaer,Category:Copper dragons
Hastarglyrr,Category:Copper dragons
Ilnezhara,Category:Copper dragons
Tazmikella,Category:Copper dragons
Tyrangal,Category:Copper dragons
Vexilanthus,Category:Copper dragons
Bazelsteen,Category:Cornugons
L'zeth,Category:Cornugons
Machairi,Category:Cornugons
Rotbite,Category:Cornugons
Thrix,Category:Cornugons
Vesarius,Category:Cornugons
Vooka,Category:Cornugons
Vrag,Category:Cornugons
The Hermit,Category:Corpse tearer linnorms
Chitikas,Category:Couatls
Ecatzin,Category:Couatls
Eku,Category:Couatls
Uxma,Category:Couatls
Whispering Serpent,Category:Couatls
Giant crocodile,Category:Crocodiles
Daggerjaw,Category:Crocodiles
Kheshebik,Category:Crocodiles
Klocckodyle,Category:Crocodiles
Charisma,Category:Crystal dragons
Hrodel,Category:Crystal dragons
Klaruuotur,Category:Crystal dragons
Krustalonos,Category:Crystal dragons
Nolalothcaragascint,Category:Crystal dragons
Saryndalaghlothtor,Category:Crystal dragons
Yiarni,Category:Crystal dragons
Belkram,Category:Cursts
Abadda Moonglamaer,Category:Cursts
Kenai al-Afriz,Category:Dao
Babadul,Category:Dao
Caiphas,Category:Dao
Xharva Deem,Category:Dao
Ataman al-Hajar,Category:Dao
Kabril Ali al-Sara al-Zalazil,Category:Dao
Chechu al Khish,Category:Dao
Kili bint Farud,Category:Dao
Siri al-Klemin,Category:Dao
Miner genie,Category:Dao
Noble dao,Category:Dao
Ralzala,Category:Dao
Suha,Category:Dao
Unnamed dao (Undergate),Category:Dao
Zaheb al-Zidq,Category:Dao
Khan Zohrin-Ka,Category:Dao
Abdul,Category:Daolani
Ali Abdal Akim,Category:Daolani
Lil' Mountain,Category:Daolani
Sallah,Category:Daolani
Calliope (naga),Category:Dark nagas
Ebarnaje,Category:Dark nagas
Gorgat,Category:Dark nagas
Gulrithi,Category:Dark nagas
Jarant,Category:Dark nagas
Kog,Category:Dark nagas
Marliss,Category:Dark nagas
Preybelish,Category:Dark nagas
Skerndli,Category:Dark nagas
Sleethur,Category:Dark nagas
Naergoth Bladelord,Category:Death knights
Dagan,Category:Death knights
Gaucelm Gonfrey,Category:Death knights
Hekaton,Category:Death knights
Imbrar I,Category:Death knights
Miltiades,Category:Death knights
Vanrak Moonstar,Category:Death knights
Shan Nikkoleth,Category:Death knights
Olanthius,Category:Death knights
Peregrim,Category:Death knights
Queylar Karrault,Category:Death knights
Scaldulin,Category:Death knights
Dezmyr Shadowdusk,Category:Death knights
Targrael,Category:Death knights
That Which Guards,Category:Death knights
That Which Lurks (death knight),Category:Death knights
That Which Watches,Category:Death knights
Thalamra Vanthampur,Category:Death knights
Grazkahn,Category:Death slaadi
Kleve,Category:Death slaadi
Kuketh,Category:Death slaadi
Loru,Category:Death slaadi
Dheubpurcwenpyl,Category:Deep dragons
Jhanilmexa,Category:Deep dragons
Pharx,Category:Deep dragons
Whitescar,Category:Deep dragons
Zz'Pzora,Category:Deep dragons
Anglatha,Category:Deepspawns
Beautiful Flower,Category:Deepspawns
Clusterfang,Category:Deepspawns
Father of Spiders,Category:Deepspawns
Hukurus,Category:Deepspawns
Xovliax,Category:Deepspawns
Akkarrak,Category:Deinonychuses
Jungle Princess,Category:Deinonychuses
Knuckles,Category:Deinonychuses
Kothar,Category:Deinonychuses
Yushai,Category:Deinonychuses
Alsigard the Maker,Category:Demiliches
Ythazz Buvaar,Category:Demiliches
Extallimix,Category:Demiliches
Gast,Category:Demiliches
Gothyl,Category:Demiliches
Kazit Gul,Category:Demiliches
Iriolarthas,Category:Demiliches
Kangaxx,Category:Demiliches
Rammaq,Category:Demiliches
Shoon VII,Category:Demiliches
Wulgreth (Netheril),Category:Demiliches
Demon lord,Category:Demon lords
List of demon lords,Category:Demon lords
Abraxas,Category:Demon lords
Adimarchus,Category:Demon lords
Ahazu,Category:Demon lords
Ahrimanes,Category:Demon lords
Aldinach,Category:Demon lords
Alrunes,Category:Demon lords
Alvarez,Category:Demon lords
Alzrius,Category:Demon lords
Anarazel,Category:Demon lords
Ansitif,Category:Demon lords
Ardat,Category:Demon lords
Arendagrost,Category:Demon lords
Arlgolcheir,Category:Demon lords
Arzial,Category:Demon lords
Aseroth,Category:Demon lords
Astaroth,Category:Demon lords
Azael,Category:Demon lords
Azazel (demon lord),Category:Demon lords
Azuvidexus,Category:Demon lords
Baltazo,Category:Demon lords
Baphomet,Category:Demon lords
Barbu,Category:Demon lords
Bayemon,Category:Demon lords
Charun,Category:Demon lords
Chernovog,Category:Demon lords
Codricuhn,Category:Demon lords
Cormanda,Category:Demon lords
Cynshyra,Category:Demon lords
Dagon,Category:Demon lords
Demogorgon,Category:Demon lords
Dwiergus,Category:Demon lords
Eblis (demon lord),Category:Demon lords
Ebulon,Category:Demon lords
Eldanoth,Category:Demon lords
Eltab,Category:Demon lords
Ereshkigal (demon lord),Category:Demon lords
Eschar,Category:Demon lords
Felex'ja,Category:Demon lords
Fraz-Urb'luu,Category:Demon lords
Gorion (demon lord),Category:Demon lords
Gresil,Category:Demon lords
Haagenti,Category:Demon lords
Ilsidahur,Category:Demon lords
Ixinix,Category:Demon lords
J'zzalshrak,Category:Demon lords
Juiblex,Category:Demon lords
Kardum,Category:Demon lords
Kerzit,Category:Demon lords
Kostchtchie,Category:Demon lords
Lamashtu,Category:Demon lords
Laraie,Category:Demon lords
Lascer,Category:Demon lords
Lazbral'thull,Category:Demon lords
Lindyrm,Category:Demon lords
Lissa'aere,Category:Demon lords
Lupercio,Category:Demon lords
Lynkhab,Category:Demon lords
Maelfesh,Category:Demon lords
Malcanthet,Category:Demon lords
Malgarius,Category:Demon lords
Malphagor,Category:Demon lords
Mastiphal,Category:Demon lords
Miska,Category:Demon lords
Mu-Tahn Laa,Category:Demon lords
Munkir,Category:Demon lords
Nekir,Category:Demon lords
Nergel,Category:Demon lords
Nocticula,Category:Demon lords
Nql,Category:Demon lords
Obox-ob,Category:Demon lords
Oublivae,Category:Demon lords
Pale Night,Category:Demon lords
Pazuzu,Category:Demon lords
Qij-na,Category:Demon lords
Queen Abiding,Category:Demon lords
Queen of Chaos,Category:Demon lords
Rajzak,Category:Demon lords
Rhindor'zt,Category:Demon lords
Rhyxali,Category:Demon lords
Rimmon (demon lord),Category:Demon lords
Rr'ikin'aka,Category:Demon lords
Salis Thik,Category:Demon lords
Sch'theraqpasstt,Category:Demon lords
Sess'innek,Category:Demon lords
Shaktari,Category:Demon lords
Shami-Amourae,Category:Demon lords
Sifkhu,Category:Demon lords
Siragle,Category:Demon lords
Socothbenoth,Category:Demon lords
Soneillon,Category:Demon lords
Tantagaras,Category:Demon lords
Tharzax,Category:Demon lords
Thralhavoc,Category:Demon lords
Turaglas,Category:Demon lords
Ugoreth,Category:Demon lords
Ugudenk,Category:Demon lords
Ungulex,Category:Demon lords
Verin,Category:Demon lords
Volisupula,Category:Demon lords
Voroxid,Category:Demon lords
Vucarik,Category:Demon lords
Wejindhastala,Category:Demon lords
Xazivort,Category:Demon lords
Xinivrae,Category:Demon lords
Yeenoghu,Category:Demon lords
Yibyiru,Category:Demon lords
Yrsillar,Category:Demon lords
Zanassu,Category:Demon lords
Zivorgian,Category:Demon lords
Zuggtmoy,Category:Demon lords
Zuregurex,Category:Demon lords
Zzyczesiya,Category:Demon lords
Buppido,Category:Derro
Vriild Denvenar,Category:Derro
Derro,Category:Derro
Droki,Category:Derro
Izhkin,Category:Derro
Mallag,Category:Derro
Vendariiq Memtyn,Category:Derro
Myrvek of Gracklstugh,Category:Derro
Narrak,Category:Derro
Pliinki,Category:Derro
Diinakvil Rylafyrn,Category:Derro
Crannak Smoulderburn,Category:Derro
Pvelnqa Tsunglyl,Category:Derro
Y,Category:Derro
Narur al-Khawati,Category:Desert centaurs
Tebessa al-Khawati,Category:Desert centaurs
Aylin,Category:Devas (aasimar)
Demascus,Category:Devas (aasimar)
Jinnaoth Ir'Gadohn,Category:Devas (aasimar)
Orsin,Category:Devas (aasimar)
Kalkan Swordbreaker,Category:Devas (aasimar)
Zulkir (badger),Category:Dire badgers
Bal'alak,Category:Dire boars
Bristlebeard,Category:Dire boars
Truffles,Category:Dire boars
Anouk,Category:Dire wolves
Cassius (wolf),Category:Dire wolves
Elke,Category:Dire wolves
Sheeba,Category:Dire wolves
Dirlagraun,Category:Displacer beasts
Nessa (displacer beast),Category:Displacer beasts
Ripper,Category:Displacer beasts
Yulius,Category:Displacer beasts
Aataqah,Category:Djinn
Aeraldoth,Category:Djinn
Ali Mirza Ahmak,Category:Djinn
Ahtayir,Category:Djinn
Bashshar al Rachid,Category:Djinn
Akyar al-Awasif,Category:Djinn
Husam al-Balil ben Nafhat al-Yugayyim,Category:Djinn
Besper,Category:Djinn
Calim,Category:Djinn
Hasan (djinn),Category:Djinn
Jamaliyah,Category:Djinn
Mamaod,Category:Djinn
Najim,Category:Djinn
Noble djinni,Category:Djinn
Malik al-Samawat,Category:Djinn
Shahrokh,Category:Djinn
Hasar Al-Yasan,Category:Djinn
Pin,Category:Djinnlings
Bastion (dog),Category:Dogs
Blink dog,Category:Dogs
Borgul (dog),Category:Dogs
Cooshee,Category:Dogs
Demonic gravehound,Category:Dogs
Devil dog,Category:Dogs
Dog,Category:Dogs
Fang (dog),Category:Dogs
Gordis,Category:Dogs
Hell hound,Category:Dogs
Ice hound,Category:Dogs
Jackal,Category:Dogs
King (dog),Category:Dogs
Laddie,Category:Dogs
Lightning (dog),Category:Dogs
Mastiff,Category:Dogs
Merlot,Category:Dogs
Miffles,Category:Dogs
Moorhound,Category:Dogs
Mukteff,Category:Dogs
Muzlim,Category:Dogs
Myrna,Category:Dogs
Nyella,Category:Dogs
Patch,Category:Dogs
Rocky,Category:Dogs
Rovo,Category:Dogs
Saluqi,Category:Dogs
Scratch (dog),Category:Dogs
Shadow mastiff,Category:Dogs
Snake-dog,Category:Dogs
Wander,Category:Dogs
War dog,Category:Dogs
Weredog,Category:Dogs
White saluqi,Category:Dogs
Wild dog,Category:Dogs
Wild Hunt hound,Category:Dogs
Zina,Category:Dogs
Uglib,Category:Donkeys
Bonnie,Category:Doppelgangers
Chaney,Category:Doppelgangers
Cheg,Category:Doppelgangers
Willifort Crowelle,Category:Doppelgangers
Cyrtue,Category:Doppelgangers
Devamari,Category:Doppelgangers
Drejjd,Category:Doppelgangers
Durrusk,Category:Doppelgangers
Fadlimi,Category:Doppelgangers
Frennedan,Category:Doppelgangers
Frenzix,Category:Doppelgangers
Gonehl,Category:Doppelgangers
Gujj,Category:Doppelgangers
"Haask, Voice of Hargut",Category:Doppelgangers
Hagarl,Category:Doppelgangers
Hlaavin,Category:Doppelgangers
Gondyl Ilitheeum,Category:Doppelgangers
Arietta Innevar,Category:Doppelgangers
Zelina Innevar,Category:Doppelgangers
Iphimedra,Category:Doppelgangers
Khnarek,Category:Doppelgangers
Malvar,Category:Doppelgangers
Myrelas,Category:Doppelgangers
Ptola,Category:Doppelgangers
Rull,Category:Doppelgangers
Girella Scatterstar,Category:Doppelgangers
Selvur,Category:Doppelgangers
Semmonemily,Category:Doppelgangers
Ryndarth Soleilon II,Category:Doppelgangers
Tak,Category:Doppelgangers
Thal,Category:Doppelgangers
Ornlaugh Turghle,Category:Doppelgangers
Ardreth Ulnshoor,Category:Doppelgangers
Umbra,Category:Doppelgangers
Uthorn,Category:Doppelgangers
Vhalak,Category:Doppelgangers
Vyerith,Category:Doppelgangers
Wenszrin,Category:Doppelgangers
Wobb,Category:Doppelgangers
Xerophon,Category:Doppelgangers
Xixis,Category:Doppelgangers
Anabraxis,Category:Dracoliches
Arkhelthingril,Category:Dracoliches
Aurgloroasa,Category:Dracoliches
Reveilaein Brant,Category:Dracoliches
Crimdrac,Category:Dracoliches
Daelfyrthimachian,Category:Dracoliches
Dire Dragon,Category:Dracoliches
Dretchroyaster,Category:Dracoliches
Eboanaflimoth,Category:Dracoliches
Garrathmaw,Category:Dracoliches
Glyrgoth,Category:Dracoliches
Gotha,Category:Dracoliches
Greshrukk,Category:Dracoliches
Hephaestus,Category:Dracoliches
Nathur Hethkantan,Category:Dracoliches
Iltharagh,Category:Dracoliches
Kryonar,Category:Dracoliches
Pelendralaar,Category:Dracoliches
Rauglothgor,Category:Dracoliches
Saurglyce,Category:Dracoliches
Shargrailar,Category:Dracoliches
Shhuusshuru,Category:Dracoliches
Tlossarylathaunglar,Category:Dracoliches
Umbralax,Category:Dracoliches
Uthagrimnoshaarl,Category:Dracoliches
Vix'thra,Category:Dracoliches
Xavarathimius,Category:Dracoliches
Zethrindor,Category:Dracoliches
Akh'gurrog,Category:Draegloths
Magroph Avithoul,Category:Draegloths
Jeggred Baenre,Category:Draegloths
Flenser,Category:Draegloths
Giismekhan,Category:Draegloths
Ha'arlax,Category:Draegloths
Khaszlokhar,Category:Draegloths
Tras'ekhan,Category:Draegloths
Aremag,Category:Dragon turtles
Bronzefume,Category:Dragon turtles
Curse of Irphong,Category:Dragon turtles
Dragon of the Deeps,Category:Dragon turtles
Nanna-Sin,Category:Dragon turtles
Ogruhl,Category:Dragon turtles
Parnak,Category:Dragon turtles
Scyllmara,Category:Dragon turtles
Sursylk,Category:Dragon turtles
Thaelin,Category:Dragon turtles
Tsenshivah,Category:Dragon turtles
Whispermere guardian,Category:Dragon turtles
Dragonborn,Category:Dragonborn
Alkrist,Category:Dragonborn
Ana-Mashhal,Category:Dragonborn
Ananta,Category:Dragonborn
Arkhan,Category:Dragonborn
Rowan Babar,Category:Dragonborn
Baishiria,Category:Dragonborn
Belnak Vikom,Category:Dragonborn
Bharash,Category:Dragonborn
Donaar Blit'zen,Category:Dragonborn
Churirajachi Kerashna,Category:Dragonborn
Churirajachi Versengethor,Category:Dragonborn
Clethtinthtiallor Zarjhan,Category:Dragonborn
Daardendrien Balasar,Category:Dragonborn
Daardendrien Medrash,Category:Dragonborn
Daardendrien Nijana,Category:Dragonborn
Daardendrien Turan,Category:Dragonborn
Dark Urge,Category:Dragonborn
Darva,Category:Dragonborn
Draak,Category:Dragonborn
Dragonborn Grillmaster,Category:Dragonborn
Zasheena Drethyl,Category:Dragonborn
Drybeldiyx,Category:Dragonborn
Esham-Ana,Category:Dragonborn
Fenkenkabradon Dokaan,Category:Dragonborn
Fenkenkabradon Ishkhanak,Category:Dragonborn
Mol Flesz,Category:Dragonborn
Gesh,Category:Dragonborn
Quil Grootslang,Category:Dragonborn
Haizverad,Category:Dragonborn
Haroon,Category:Dragonborn
Augur Harxkellan,Category:Dragonborn
Hurashum,Category:Dragonborn
Ibeig Etoek,Category:Dragonborn
Ibeig Simdet,Category:Dragonborn
Iskdara,Category:Dragonborn
Jalt Eshuna,Category:Dragonborn
Jalt Tuanek,Category:Dragonborn
Jeralla,Category:Dragonborn
Kanjentellequor Biri,Category:Dragonborn
Kepeshkmolik Ashoka,Category:Dragonborn
Kepeshkmolik Dumuzi,Category:Dragonborn
Kepeshkmolik Narghon,Category:Dragonborn
Kepeshkmolik Tarhun,Category:Dragonborn
Kepeshkmolik Thymara,Category:Dragonborn
Kepeshkmolik Uadjit,Category:Dragonborn
Khorsaya,Category:Dragonborn
Klorrvank,Category:Dragonborn
Korin,Category:Dragonborn
Korlessa,Category:Dragonborn
Krailash,Category:Dragonborn
Kristoffen,Category:Dragonborn
Kriv,Category:Dragonborn
Kuyutha,Category:Dragonborn
Livaan,Category:Dragonborn
Medrash (bard),Category:Dragonborn
Minnitha,Category:Dragonborn
Mirichesh,Category:Dragonborn
Tarhun Mnemonis,Category:Dragonborn
Elgred Morbide,Category:Dragonborn
Bel Morgahl,Category:Dragonborn
Morlanth,Category:Dragonborn
Naarhesh,Category:Dragonborn
Nadaar,Category:Dragonborn
Nala,Category:Dragonborn
Nala (ancestor),Category:Dragonborn
Nazari,Category:Dragonborn
Nerifar,Category:Dragonborn
Inku Neza,Category:Dragonborn
Kriv Norixius,Category:Dragonborn
Old Flake-Eyes,Category:Dragonborn
Olothon,Category:Dragonborn
Ophinshtalajiir Kaijia,Category:Dragonborn
Ophinshtalajiir Perra,Category:Dragonborn
Ophinshtalajiir Rahdia,Category:Dragonborn
Ophinshtalajiir Rimi,Category:Dragonborn
Ophinshtalajiir Sepideh,Category:Dragonborn
Ophinshtalajiir Shaushka,Category:Dragonborn
Prexijandilin Heskan,Category:Dragonborn
Prexijandilin Jhiri,Category:Dragonborn
Qinnaz,Category:Dragonborn
Thomas C. Quirkilious,Category:Dragonborn
Rahishu,Category:Dragonborn
Raiann,Category:Dragonborn
Rayonde,Category:Dragonborn
Reshvemi,Category:Dragonborn
Rishaal,Category:Dragonborn
Saarvin,Category:Dragonborn
Mayastan Sadaar,Category:Dragonborn
Shamasar,Category:Dragonborn
Shasphur,Category:Dragonborn
Shestandeliath Ereshkin,Category:Dragonborn
Shestandeliath Mazarka,Category:Dragonborn
Shestandeliath Parvida,Category:Dragonborn
Shestandeliath Zaroshni,Category:Dragonborn
Shestandeliath Geshthax,Category:Dragonborn
Shestandeliath Narhanna,Category:Dragonborn
Shestandeliath Patrin,Category:Dragonborn
Shestandeliath Ravar,Category:Dragonborn
Shurideh,Category:Dragonborn
Gaheid Slickjaw,Category:Dragonborn
Tearn,Category:Dragonborn
Belror Tethel,Category:Dragonborn
Thava,Category:Dragonborn
Thrakkus,Category:Dragonborn
Thuchir,Category:Dragonborn
Thymari,Category:Dragonborn
Tlassian Antar Ludovic,Category:Dragonborn
Tlassian Talmar Eldwing,Category:Dragonborn
Tlassian Telina Silberhaar,Category:Dragonborn
Tlassian Trank Eldwing,Category:Dragonborn
Tordarr,Category:Dragonborn
Harangor Urlingscar,Category:Dragonborn
V'kandress,Category:Dragonborn
Skoda Valanaster,Category:Dragonborn
Valetta,Category:Dragonborn
Vannak,Category:Dragonborn
Verthisathurgiesh Baruz,Category:Dragonborn
Verthisathurgiesh Anala,Category:Dragonborn
Verthisathurgiesh Arjhani,Category:Dragonborn
Verthisathurgiesh Mehen,Category:Dragonborn
Verthisathurgiesh Pandjed,Category:Dragonborn
Vishva,Category:Dragonborn
Vkriss Valtan Leatherwings,Category:Dragonborn
Vona,Category:Dragonborn
Vrondiss,Category:Dragonborn
Haskinn Xhesilaphin,Category:Dragonborn
Pritt Yellowbreath,Category:Dragonborn
Yrjixtilex Kallan,Category:Dragonborn
Yrjixtilex Vardhira,Category:Dragonborn
